16S_NC_086922.1:1092-2771	Clupeonella abrau
AF285959.1	Stegastes adustus
AF285958.1	Premnas biaculeatus
AF285957.1	Pomacentrus vaiuli
AF285956.1	Pomacentrus brachialis
AF285955.1	Stegastes lacrymatus
AF285954.1	Parma oligolepis
AF285953.1	Neoglyphidodon polyacanthus
AF285952.1	Microspathodon chrysurus
AF285951.1	Mecaenichthys immaculatus
AF285950.1	Hypsypops rubicundus
AF285949.1	Dascyllus aruanus
AF285948.1	Chromis iomelas
AF285947.1	Chromis cyanea
AF285946.1	Amphiprion percula
AF285945.1	Amphiprion clarkii
AF285944.1	Amblyglyphidodon aureus
AF285943.1	Abudefduf sexfasciatus
AF285942.1	Abudefduf saxatilis
AF285941.1	Halichoeres chrysus
AF355033.1	Hippichthys penicillus
AF355028.1	Phyllopteryx taeniolatus
AF355027.1	Phyllopteryx taeniolatus
AF355026.1	Doryrhamphus excisus
AF355025.1	Solegnathus hardwickii
AF355024.1	Stigmatopora nigra
AF355023.1	Kaupus costatus
AF355022.1	Vanacampus phillipi
AF355021.1	Vanacampus poecilolaemus
AF355020.1	Hypselognathus rostratus
AF355019.1	Syngnathus louisianae
AF355018.1	Syngnathus floridae
AF355017.1	Syngnathus scovelli
AF355016.1	Urocampus carinirostris
AF355015.1	Stigmatopora nigra
AF355014.1	Stigmatopora argus
AF355013.1	Hippocampus abdominalis
AF355012.1	Hippocampus kuda
AF355011.1	Syngnathus taenionotus
AF355010.1	Syngnathus abaster
AF355009.1	Syngnathus typhle
AF355008.1	Syngnathus floridae
AF355007.1	Hippocampus erectus
AF355006.1	Syngnathus fuscus
AF355005.1	Corythoichthys intestinalis
AF355003.1	Corythoichthys intestinalis
AF355002.1	Syngnathus schlegeli
AF355001.1	Hippocampus kuda
AF355000.1	Hippocampus comes
AF354999.1	Hippocampus barbouri
AF354998.1	Dunckerocampus dactyliophorus
AF354997.1	Oostethus brachyurus
AF354996.1	Stigmatopora argus
AF354995.1	Entelurus aequoreus
AF354994.1	Nerophis ophidion
AF354993.1	Syngnathus typhle
AF354992.1	Syngnathus rostellatus
AF354991.1	Syngnathus acus
AY009344.1	Leucocarbo chalconotus
AY009343.1	Phalacrocorax punctatus
AY009342.1	Leucocarbo albiventer
AY009341.1	Phalacrocorax gaimardi
AY009340.1	Phalacrocorax urile
AY009339.1	Phalacrocorax featherstoni
AY009338.1	Phalacrocorax varius
AY009337.1	Phalacrocorax pelagicus
AY009336.1	Phalacrocorax brasilianus
AY009335.1	Phalacrocorax magellanicus
AY009334.1	Leucocarbo purpurascens
AY009333.1	Microcarbo melanoleucos
AY009332.1	Phalacrocorax sulcirostris
AY009331.1	Phalacrocorax capillatus
AY009330.1	Leucocarbo bougainvillii
AY009329.1	Phalacrocorax aristotelis
AY009328.1	Phalacrocorax auritus
AY009327.1	Leucocarbo onslowi
AY009326.1	Phalacrocorax capensis
AY009325.1	Leucocarbo campbelli
AY009324.1	Phalacrocorax penicillatus
AY009323.1	Phalacrocorax carbo
AY009322.1	Sula sula
AY009321.1	Morus serrator
AF304066.1	Kogia sima
AF304061.1	Sotalia fluviatilis
AF232667.1	Chalcides viridanus
AF232666.1	Chalcides viridanus
AF232665.1	Chalcides viridanus
AF232664.1	Chalcides viridanus
AF232663.1	Chalcides viridanus
AF232662.1	Chalcides viridanus
AF232661.1	Chalcides viridanus
AF232660.1	Chalcides viridanus
AF232659.1	Chalcides viridanus
AF232658.1	Chalcides viridanus
AF232657.1	Chalcides viridanus
AF232656.1	Chalcides viridanus
AF232655.1	Chalcides viridanus
AF232654.1	Chalcides viridanus
AF232653.1	Chalcides viridanus
AF232652.1	Chalcides viridanus
AF232651.1	Chalcides viridanus
AF232650.1	Chalcides viridanus
AF232649.1	Chalcides viridanus
AF232648.1	Chalcides viridanus
AF232647.1	Chalcides viridanus
AF232646.1	Chalcides viridanus
AF232645.1	Chalcides viridanus
AF232644.1	Chalcides viridanus
AF232643.1	Chalcides viridanus
AF232642.1	Chalcides viridanus
AF232641.1	Chalcides viridanus
AF232640.1	Chalcides viridanus
AF232639.1	Chalcides viridanus
AF232638.1	Chalcides viridanus
AF232637.1	Chalcides viridanus
AF232636.1	Chalcides viridanus
AF232635.1	Chalcides viridanus
AF055630.1	Acanthurus guttatus
AF055629.1	Ctenochaetus binotatus
AF055628.1	Acanthurus xanthopterus
AF055627.1	Zebrasoma scopas
AF055626.1	Paracanthurus hepatus
AF055625.1	Prionurus maculatus
AF055624.1	Naso lituratus
AF055623.1	Zanclus cornutus
AF055621.1	Siganus canaliculatus
AF055620.1	Selenotoca multifasciata
AF055619.1	Scatophagus argus
AF055618.1	Platax orbicularis
AF055617.1	Chaetodipterus faber
AF055616.1	Drepane punctata
AF055615.1	Scomber scombrus
AF055614.1	Holacanthus ciliaris
AF055613.1	Chaetodon striatus
AF055612.1	Pomatomus saltatrix
AF055611.1	Caranx latus
AF049740.1	Polymixia japonica
AF049739.1	Trachipterus jacksonensis
AF049738.1	Regalecus glesne
AF049737.1	Lophotus capellei
AF049736.1	Lampris guttatus
AF049735.1	Metavelifer multiradiatus
AF049734.1	Hygophum hygomii
AF049733.1	Synodus saurus
AF049732.1	Latropiscis purpurissatus
FJ587207.1	Micropechis ikaheca
FJ587206.1	Laticauda frontalis
FJ587205.1	Laticauda frontalis
FJ587204.1	Laticauda laticaudata
FJ587203.1	Laticauda laticaudata
AB026042.1	Cyclothone alba
AB026041.1	Cyclothone pseudopallida
AB026040.1	Gonostoma atlanticum
AB026039.1	Gonostoma denudatum
AB026038.1	Sigmops bathyphilus
AB026037.1	Sigmops longipinnis
AB026036.1	Gonostoma elongatum
AB026035.1	Sigmops ebelingi
AB026034.1	Sigmops ebelingi
AB026033.1	Bonapartia pedaliota
AB026032.1	Margrethia obtusirostra
AB516444.1	Anguilla japonica
AB516443.1	Anguilla japonica
AB495023.1	Glaucosoma buergeri
AB495022.1	Glaucosoma hebraicum
AB495021.1	Glaucosoma magnificum
AB495020.1	Glaucosoma magnificum
AB495019.1	Glaucosoma magnificum
AB495018.1	Glaucosoma scapulare
AB495017.1	Glaucosoma magnificum
AB495016.1	Glaucosoma buergeri
AB495015.1	Glaucosoma buergeri
AB495014.1	Pempheris schwenkii
AB495013.1	Pempheris vanicolensis
GU325784.1	Thunnus tonggol
GQ902011.1	Fistularia commersonii
GQ902010.1	Fistularia commersonii
GQ902009.1	Fistularia commersonii
GQ902008.1	Fistularia commersonii
GQ902007.1	Fistularia commersonii
GQ902006.1	Fistularia commersonii
GQ902005.1	Fistularia commersonii
GQ902004.1	Fistularia commersonii
GQ902003.1	Fistularia commersonii
GQ902002.1	Fistularia commersonii
GQ902001.1	Fistularia commersonii
GQ902000.1	Fistularia commersonii
AB543280.1	Plestiodon stimpsonii
AB543278.1	Plestiodon elegans
AB543276.1	Plestiodon marginatus
AB543274.1	Plestiodon marginatus
AB543272.1	Plestiodon marginatus
AB543270.1	Plestiodon marginatus
AB543268.1	Plestiodon marginatus
AB543266.1	Plestiodon marginatus
AB543264.1	Plestiodon marginatus
AB543262.1	Plestiodon marginatus
AB543260.1	Plestiodon marginatus
AB543258.1	Plestiodon japonicus
FN431885.1	Squatina tergocellatoides
FN431884.1	Squatina tergocellata
FN431883.1	Squatina tergocellata
FN431882.1	Squatina tergocellata
FN431881.1	Squatina squatina
FN431880.1	Squatina squatina
FN431879.1	Squatina squatina
FN431876.1	Squatina pseudocellata
FN431875.1	Squatina pseudocellata
FN431874.1	Squatina pseudocellata
FN431873.1	Squatina oculata
FN431872.1	Squatina occulta
FN431871.1	Squatina occulta
FN431870.1	Squatina legnota
FN431869.1	Squatina japonica
FN431868.1	Squatina guggenheim
FN431867.1	Squatina guggenheim
FN431866.1	Squatina guggenheim
FN431865.1	Squatina guggenheim
FN431864.1	Squatina formosa
FN431863.1	Squatina formosa
FN431862.1	Squatina formosa
FN431861.1	Squatina formosa
FN431860.1	Squatina formosa
FN431859.1	Squatina dumeril
FN431858.1	Squatina dumeril
FN431857.1	Squatina dumeril
FN431856.1	Squatina dumeril
FN431855.1	Squatina dumeril
FN431854.1	Squatina dumeril
FN431853.1	Squatina dumeril
FN431852.1	Squatina californica
FN431851.1	Squatina californica
FN431850.1	Squatina californica
FN431849.1	Squatina californica
FN431848.1	Squatina californica
FN431847.1	Squatina californica
FN431846.1	Squatina californica
FN431845.1	Squatina californica
FN431844.1	Squatina californica
FN431843.1	Squatina californica
FN431842.1	Squatina californica
FN431841.1	Squatina californica
FN431840.1	Squatina californica
FN431839.1	Squatina californica
FN431838.1	Squatina californica
FN431837.1	Squatina californica
FN431836.1	Squatina californica
FN431835.1	Squatina californica
FN431834.1	Squatina californica
FN431833.1	Squatina californica
FN431832.1	Squatina californica
FN431831.1	Squatina californica
FN431830.1	Squatina californica
FN431829.1	Squatina californica
FN431828.1	Squatina californica
FN431827.1	Squatina californica
FN431826.1	Squatina californica
FN431825.1	Squatina californica
FN431824.1	Squatina californica
FN431823.1	Squatina californica
FN431822.1	Squatina californica
FN431821.1	Squatina californica
FN431820.1	Squatina californica
FN431819.1	Squatina australis
FN431818.1	Squatina australis
FN431817.1	Squatina australis
FN431816.1	Squatina armata
FN431815.1	Squatina armata
FN431814.1	Squatina armata
FN431813.1	Squatina albipunctata
FN431812.1	Squatina albipunctata
FN431811.1	Squatina albipunctata
FN431810.1	Squatina albipunctata
FN431809.1	Squatina albipunctata
FN431808.1	Squatina africana
FN431807.1	Squatina africana
FN431806.1	Squatina africana
FN431805.1	Squatina africana
FN431804.1	Squatina africana
FN431803.1	Squatina africana
FN431802.1	Squatina africana
FN431801.1	Squatina africana
FN431800.1	Squatina africana
FN431799.1	Squatina africana
FN431798.1	Squatina africana
FN431797.1	Squatina africana
FN431796.1	Squatina africana
FN431795.1	Squatina africana
FN431794.1	Squatina africana
FN431793.1	Squatina africana
FN431792.1	Squatina africana
FN431791.1	Squatina aculeata
FN431790.1	Squatina aculeata
FN431789.1	Squalus cubensis
GQ397242.1	Aspidomorphus muelleri
GQ397241.1	Aspidomorphus muelleri
GQ397240.1	Demansia psammophis
GQ397239.1	Aspidomorphus lineaticollis
GQ397238.1	Aspidomorphus schlegelii
GQ397237.1	Aspidomorphus lineaticollis
GQ397236.1	Micropechis ikaheca
GQ397235.1	Toxicocalamus loriae
GQ397234.1	Aspidomorphus schlegelii
GQ397233.1	Aspidomorphus muelleri
FJ807720.1	Mochlus striatus
GQ461734.1	Thunnus obesus
FJ798768.1	Zoarces andriashevi
FJ798767.1	Zoarces andriashevi
FJ798766.1	Zoarces andriashevi
FJ798765.1	Zoarces andriashevi
FJ798764.1	Zoarces fedorovi
FJ798763.1	Zoarces fedorovi
FJ798762.1	Zoarces fedorovi
FJ798761.1	Zoarces fedorovi
FJ798760.1	Zoarces fedorovi
FJ798759.1	Zoarces fedorovi
FJ798758.1	Zoarces fedorovi
FJ798757.1	Zoarces viviparus
FJ798756.1	Zoarces viviparus
FJ798755.1	Zoarces elongatus
FJ798754.1	Zoarces elongatus
FJ798753.1	Zoarces elongatus
FJ798752.1	Zoarces elongatus
FJ798751.1	Zoarces elongatus
FJ798750.1	Zoarces elongatus
FJ798749.1	Zoarces elongatus
FJ798748.1	Zoarces elongatus
FJ798747.1	Zoarces elongatus
GQ461748.1	Lagocephalus gloveri
GQ461747.1	Lagocephalus inermis
GQ404492.1	Makaira nigricans
GQ324565.1	Genypterus capensis
GQ282626.1	Istiompax indica
GQ273738.1	Xiphias gladius
GQ273737.1	Istiophorus platypterus
GQ205456.1	Phalacrocorax harrisi
GQ168556.1	Planiliza tade
GQ168554.1	Planiliza macrolepis
GQ168552.1	Liza parsia
FJ515908.1	Eleotris oxycephala
GU248349.1	Kareius bicoloratus
GU248348.1	Paralichthys lethostigma
GU248347.1	Platichthys stellatus
GU248346.1	Paralichthys dentatus
GU248345.1	Verasper variegatus
EU848472.1	Myliobatis australis
EU848471.1	Orectolobus halei
EU848470.1	Genypterus blacodes
EU848469.1	Latridopsis forsteri
EU848468.1	Notolabrus tetricus
EU848466.1	Seriolella brama
EU848465.1	Thyrsites atun
EU848463.1	Meuschenia australis
EU848462.1	Meuschenia scaber
EU848461.1	Heterodontus portusjacksoni
EU848460.1	Rhombosolea tapirina
EU848459.1	Lophonectes gallus
EU848458.1	Epigonus telescopus
EU848456.1	Upeneichthys vlamingii
EU848455.1	Aldrichetta forsteri
EU848454.1	Urolophus cruciatus
EU848452.1	Mustelus antarcticus
EU848451.1	Latris lineata
EU848450.1	Ammotretis rostratus
EU848448.1	Upeneichthys stotti
EU848447.1	Sillaginodes punctatus
EU848446.1	Sillago flindersi
EU848445.1	Engraulis australis
EU848444.1	Hyperlophus vittatus
EU848443.1	Sardinops neopilchardus
EU848442.1	Lotella rhacina
EU848441.1	Pseudophycis barbata
EU848440.1	Pseudophycis bachus
EU848439.1	Emmelichthys nitidus
EU848438.1	Lepidotrigla grandis
EU848437.1	Lepidotrigla papilio
EU848436.1	Lepidotrigla argus
EU848435.1	Notolabrus fucicola
EU848434.1	Acanthaluteres vittiger
EU848433.1	Pseudocaranx dentex
EU848432.1	Trachurus declivis
EU848431.1	Orectolobus maculatus
EU848426.1	Kathetostoma canaster
EU848425.1	Cyttus australis
EU848467.1	Parequula melbournensis
EU848464.1	Platycephalus richardsoni
EU848453.1	Dentiraja lemprieri
EU848428.1	Bathytoshia brevicaudata
EU848427.1	Trygonorrhina guanerius
EU548158.1	Leuroglossus schmidti
EU548157.1	Leuroglossus schmidti
EU099453.1	Coelorinchus scaphopsis
EF521812.1	Lipophrys trigloides
DQ648425.1	Coelorinchus kishinouyei
DQ648424.1	Coelorinchus kamoharai
DQ648423.1	Coelorinchus japonicus
DQ648422.1	Coelorinchus hubbsi
DQ648421.1	Coelorinchus formosanus
DQ648420.1	Coelorinchus anatirostris
AY914736.2	Rhinogobiops nicholsii
AY987024.1	Lipophrys trigloides
AY947841.1	Coelorinchus scaphopsis
AY559502.1	Engraulis encrasicolus
AF297321.1	Cephalopholis miniata
AF297309.1	Hyporthodus niphobles
AF297293.1	Hyporthodus flavolimbatus
AF156974.1	Takifugu rubripes
U76773.1	Stercorarius maccormicki
U76771.1	Stercorarius antarcticus
GQ487458.1	Zapteryx brevirostris
GQ487457.1	Pseudobatos percellens
GQ487456.1	Pseudobatos horkelii
AB188416.2	Anguilla malgumora
AB188412.2	Anguilla marmorata
AY958649.2	Roncador stearnsii
AB246183.1	Encrasicholina heteroloba
AB474011.1	Cryptoblepharus nigropunctatus
AB474010.1	Cryptoblepharus nigropunctatus
AB474009.1	Cryptoblepharus nigropunctatus
AB474008.1	Cryptoblepharus nigropunctatus
AB474007.1	Cryptoblepharus nigropunctatus
AB490285.1	Anguilla luzonensis
AB490284.1	Anguilla luzonensis
AB490283.1	Anguilla luzonensis
AB490282.1	Anguilla luzonensis
AB490281.1	Anguilla luzonensis
AB490280.1	Anguilla luzonensis
AB490279.1	Anguilla luzonensis
AB490278.1	Anguilla luzonensis
AB490277.1	Anguilla luzonensis
AB490276.1	Anguilla luzonensis
AB490275.1	Anguilla luzonensis
AB490274.1	Anguilla luzonensis
AB490273.1	Anguilla luzonensis
AB490272.1	Anguilla luzonensis
AB490271.1	Anguilla luzonensis
AB490270.1	Anguilla luzonensis
AB490269.1	Anguilla luzonensis
AB490268.1	Anguilla luzonensis
AB490267.1	Anguilla luzonensis
AB490266.1	Anguilla luzonensis
AB490265.1	Anguilla luzonensis
AB490264.1	Anguilla luzonensis
AB490263.1	Anguilla luzonensis
AB490262.1	Anguilla luzonensis
AB490261.1	Anguilla luzonensis
AB490260.1	Anguilla luzonensis
AB490259.1	Anguilla luzonensis
AB490258.1	Anguilla luzonensis
AB490257.1	Anguilla luzonensis
AB490256.1	Anguilla luzonensis
AB490255.1	Anguilla luzonensis
AB490254.1	Anguilla luzonensis
AB490253.1	Anguilla luzonensis
AB490252.1	Anguilla luzonensis
AB454099.1	Sebastes koreanus
AB454098.1	Sebastes longispinis
AB454097.1	Sebastes nivosus
EU315234.1	Anguilla rostrata
EU315233.1	Anguilla rostrata
EU315232.1	Anguilla anguilla
EU315231.1	Anguilla anguilla
EU315230.1	Anguilla anguilla
EU620499.1	Oxyeleotris marmorata
EU620699.1	Oxyeleotris lineolata
AB481402.1	Lagenodelphis hosei
AB481401.1	Phocoena phocoena
AB481400.1	Pseudorca crassidens
AB481399.1	Orcinus orca
AB481395.1	Grampus griseus
AB481394.1	Megaptera novaeangliae
AB481393.1	Physeter catodon
AB481392.1	Balaenoptera omurai
AB481391.1	Neophocaena phocaenoides
AB481390.1	Lagenorhynchus obliquidens
AB481389.1	Balaenoptera acutorostrata
AB481388.1	Delphinus delphis
AB481403.1	Tursiops truncatus
FJ869859.1	Arius subrostratus
FJ869857.1	Arius subrostratus
FJ869854.1	Arius maculatus
FJ869851.1	Arius maculatus
FJ887745.1	Neozoarces pulcher
FJ887744.1	Bilabria ornata
FJ887743.1	Lycozoarces regani
FJ603302.1	Anguilla bicolor
FJ603301.1	Anguilla anguilla
FJ603300.1	Anguilla rostrata
FJ603299.1	Anguilla japonica
EF611186.1	Tropidophorus noggei
FJ797308.1	Cynoglossus semilaevis
FJ460193.1	Gobius depressus
D89737.1	Argyropelecus affinis
D89743.1	Sternoptyx obscura
D89742.1	Sternoptyx pseudodiaphana
D89741.1	Sternoptyx obscura
D89740.1	Sternoptyx diaphana
D89739.1	Polyipnus matsubarai
D89738.1	Argyropelecus sladeni
D89736.1	Argyropelecus aculeatus
D84059.1	Cyclothone pygmaea
D84053.1	Cyclothone microdon
D84054.1	Margrethia obtusirostra
D84050.1	Sigmops gracilis
D84049.1	Gonostoma atlanticum
D84060.1	Cyclothone signata
D84058.1	Cyclothone pseudopallida
D84057.1	Cyclothone parapallida
D84056.1	Cyclothone pallida
D84055.1	Cyclothone obscura
D84052.1	Cyclothone livida
D84051.1	Cyclothone kobayashii
D84048.1	Cyclothone atraria
D84047.1	Cyclothone atraria
D84046.1	Cyclothone alba
D84045.1	Cyclothone acclinidens
FJ517537.1	Deltentosteus collonianus
FJ517536.1	Vanderhorstia mertensi
FJ517535.1	Vanderhorstia mertensi
FJ517534.1	Vanderhorstia mertensi
FJ517533.1	Vanderhorstia mertensi
EU741790.1	Hadropareia middendorffii
EU741789.1	Gymnelopsis ochotensis
EU741788.1	Magadanichthys skopetsi
EU741787.1	Bothrocarina microcephala
EU741786.1	Bothrocarina microcephala
EU741785.1	Bothrocara hollandi
EU741784.1	Bothrocara hollandi
EU741783.1	Bothrocara hollandi
EU741782.1	Bothrocara hollandi
EU741781.1	Bothrocara soldatovi
EU741780.1	Bothrocara soldatovi
EU741779.1	Bothrocara soldatovi
EU741778.1	Lycogrammoides schmidti
EU741777.1	Lycogrammoides schmidti
EU741776.1	Lycogrammoides schmidti
EU741775.1	Lycogrammoides schmidti
EU741774.1	Lycogrammoides schmidti
EU741773.1	Bothrocarina nigrocaudata
EU741772.1	Bothrocarina nigrocaudata
EU741771.1	Bothrocarina nigrocaudata
EU741770.1	Petroschmidtia toyamensis
EU741769.1	Petroschmidtia toyamensis
EU741768.1	Petroschmidtia toyamensis
EU741767.1	Petroschmidtia toyamensis
EU741766.1	Petroschmidtia toyamensis
EU741765.1	Petroschmidtia toyamensis
EU741764.1	Petroschmidtia toyamensis
EU741763.1	Petroschmidtia toyamensis
EU741762.1	Petroschmidtia toyamensis
EU741761.1	Petroschmidtia toyamensis
EU741760.1	Petroschmidtia albonotatus
EU741759.1	Petroschmidtia albonotatus
EU741758.1	Lycodes soldatovi
EU741757.1	Lycodes raridens
EU741756.1	Lycodes knipowitschi
EU741755.1	Lycodes brevicaudus
EU741754.1	Lycodes brunneofasciatus
EU741753.1	Lycodes fulvus
EU741752.1	Lycodes multifasciatus
EF081281.1	Carcharodon carcharias
AM182446.1	Psettodes erumei
AM182445.1	Citharoides macrolepis
AM182444.1	Lepidoblepharon ophthalmolepis
AM182439.1	Myzopsetta punctatissima
AM182438.1	Myzopsetta punctatissima
AM182437.1	Pleuronichthys cornutus
AM182436.1	Pleuronichthys cornutus
AM182435.1	Pleuronichthys cornutus
AM182434.1	Poecilopsetta plinthus
AM182433.1	Psettodes erumei
AM182432.1	Paralichthys olivaceus
AM182431.1	Pseudorhombus pentophthalmus
AM182430.1	Pseudorhombus pentophthalmus
AM182429.1	Pseudorhombus arsius
AM182427.1	Pseudorhombus arsius
AM182426.1	Pseudorhombus pentophthalmus
AM182425.1	Pseudorhombus levisquamis
AM182424.1	Tephrinectes sinensis
AM182423.1	Pseudorhombus oligodon
AM182422.1	Pseudorhombus dupliciocellatus
AM182421.1	Aesopia cornuta
AM182420.1	Aesopia cornuta
AM182419.1	Aesopia cornuta
AM182418.1	Pseudorhombus arsius
AM182417.1	Liachirus melanospilos
AM182416.1	Aseraggodes kaianus
AM182415.1	Aseraggodes kaianus
AM182414.1	Aseraggodes kobensis
AM182413.1	Aseraggodes kobensis
AM182412.1	Aseraggodes kobensis
AM182411.1	Aseraggodes kobensis
AM182410.1	Liachirus melanospilos
AM182409.1	Zebrias zebra
AM182408.1	Zebrias quagga
AM182053.1	Pseudaesopia japonica
AM182052.1	Zebrias crossolepis
AM182051.1	Achiroides leucorhynchos
AM182050.1	Achiroides leucorhynchos
AM182049.1	Pseudaesopia japonica
AM182045.1	Plagiopsetta glossa
AM182044.1	Samaris cristatus
AM182043.1	Samariscus latus
AM182042.1	Samariscus latus
AM182041.1	Samariscus latus
AM182040.1	Samariscus latus
AM182039.1	Cynoglossus oligolepis
AM182038.1	Symphurus strictus
AM182037.1	Symphurus sp.
AM182036.1	Cynoglossus robustus
AM182035.1	Cynoglossus joyneri
AM182034.1	Cynoglossus oligolepis
AM181790.1	Japonolaeops dentatus
AM181789.1	Arnoglossus tenuis
AM181788.1	Japonolaeops dentatus
AM181787.1	Crossorhombus azureus
AM181786.1	Crossorhombus azureus
AM181785.1	Crossorhombus kobensis
AM181784.1	Crossorhombus kobensis
AM181783.1	Arnoglossus tapeinosoma
AM181782.1	Bothus myriaster
AM181781.1	Bothus pantherinus
AM181780.1	Paraplagusia blochii
AM181779.1	Paraplagusia blochii
AM181778.1	Psettina tosana
AM181777.1	Kamoharaia megastoma
AM181776.1	Kamoharaia megastoma
AM181775.1	Arnoglossus tenuis
AM181774.1	Parabothus chlorospilus
AM181773.1	Parabothus chlorospilus
AM181772.1	Psettina iijimae
AM181771.1	Arnoglossus polyspilus
AM181770.1	Arnoglossus polyspilus
AM181769.1	Engyprosopon maldivense
AM181768.1	Engyprosopon multisquama
AM181767.1	Engyprosopon multisquama
AM181766.1	Bothus myriaster
AM181765.1	Arnoglossus polyspilus
AM181764.1	Laeops kitaharae
AM181763.1	Laeops kitaharae
AM181762.1	Arnoglossus tenuis
AM181761.1	Neolaeops microphthalmus
FJ456921.1	Rhincodon typus
FJ462724.1	Jaydia smithi
FJ462723.1	Jaydia queketti
FJ462721.1	Apogon imberbis
FJ460204.1	Gobius paganellus
FJ460203.1	Gobius niger
FJ460202.1	Gobius niger
FJ460201.1	Gobius niger
FJ460200.1	Gobius geniporus
FJ460198.1	Gobius cobitis
FJ460197.1	Gobius bucchichi
FJ460196.1	Pomatoschistus bathi
FJ460195.1	Lesueurigobius friesii
FJ460194.1	Thorogobius macrolepis
FJ460192.1	Gobius niger
FJ460191.1	Vanderhorstia mertensi
FJ460190.1	Vanderhorstia mertensi
FJ460189.1	Vanderhorstia mertensi
FJ460188.1	Vanderhorstia mertensi
EU017536.1	Sebastes emphaeus
AB199323.1	Takifugu porphyreus
AB199322.1	Takifugu obscurus
AB199320.1	Takifugu pardalis
AB199319.1	Takifugu poecilonotus
AB199318.1	Takifugu alboplumbeus
AB199321.1	Takifugu rubripes
FJ211367.1	Hippocampus kuda
FJ211366.1	Hippocampus kuda
FJ211365.1	Hippocampus kuda
FJ211364.1	Hippocampus kuda
FJ211363.1	Hippocampus kuda
FJ211362.1	Hippocampus kuda
FJ375724.1	Rhincodon typus
AB212888.1	Trichiurus lepturus
AB212887.1	Trichiurus lepturus
AB212886.1	Trichiurus lepturus
AB212885.1	Trichiurus lepturus
AB212884.1	Trichiurus lepturus
AB212883.1	Trichiurus lepturus
AB212882.1	Trichiurus lepturus
AB212881.1	Trichiurus lepturus
AB212880.1	Trichiurus lepturus
AB212879.1	Trichiurus lepturus
AB212878.1	Trichiurus lepturus
AB212877.1	Trichiurus lepturus
AB212876.1	Trichiurus lepturus
AB212875.1	Trichiurus lepturus
AB197146.2	Trichiurus japonicus
AB198982.1	Trichiurus lepturus
AB198981.1	Trichiurus lepturus
AB198980.1	Trichiurus lepturus
AB198979.1	Trichiurus lepturus
AB198978.1	Trichiurus lepturus
AB198977.1	Trichiurus lepturus
AB197149.1	Trichiurus lepturus
AB197148.1	Trichiurus lepturus
AB197147.1	Trichiurus lepturus
AB197145.1	Trichiurus japonicus
AB197144.1	Trichiurus japonicus
AB197143.1	Trichiurus japonicus
AB197142.1	Trichiurus japonicus
AB437483.1	Takifugu chinensis
AB437482.1	Takifugu chinensis
AB437481.1	Takifugu chinensis
AB437480.1	Takifugu chinensis
AB437479.1	Takifugu chinensis
AB437478.1	Takifugu chinensis
AB437477.1	Takifugu chinensis
AB437476.1	Takifugu chinensis
AB437475.1	Takifugu chinensis
AB437474.1	Takifugu chinensis
AB437473.1	Takifugu chinensis
AB437472.1	Takifugu chinensis
AB437471.1	Takifugu chinensis
AB437470.1	Takifugu chinensis
AB437469.1	Takifugu chinensis
AB437468.1	Takifugu chinensis
AB437467.1	Takifugu chinensis
AB437466.1	Takifugu chinensis
AB437465.1	Takifugu chinensis
AB437464.1	Takifugu chinensis
AB437463.1	Takifugu chinensis
AB437462.1	Takifugu chinensis
AB437461.1	Takifugu chinensis
AB437460.1	Takifugu chinensis
AB437459.1	Takifugu rubripes
AB437458.1	Takifugu rubripes
AB437457.1	Takifugu rubripes
AB437456.1	Takifugu rubripes
AB437455.1	Takifugu rubripes
AB437454.1	Takifugu rubripes
AB437453.1	Takifugu rubripes
AB437452.1	Takifugu rubripes
AB437451.1	Takifugu rubripes
AB437450.1	Takifugu rubripes
AB437449.1	Takifugu rubripes
AB437448.1	Takifugu rubripes
AB437447.1	Takifugu rubripes
AB437446.1	Takifugu rubripes
AB437445.1	Takifugu rubripes
AB437444.1	Takifugu rubripes
AB437443.1	Takifugu rubripes
AB437442.1	Takifugu rubripes
AB437441.1	Takifugu rubripes
AB437440.1	Takifugu rubripes
AB437439.1	Takifugu rubripes
AB437438.1	Takifugu rubripes
AB437437.1	Takifugu rubripes
AB437436.1	Takifugu rubripes
AB297972.1	Saurida wanieso
AB297971.1	Saurida undosquamis
AM911222.1	Sardina pilchardus
AM911221.1	Anchoa nasus
AM911220.1	Engraulis encrasicolus
AM911219.1	Engraulis encrasicolus
AM911218.1	Engraulis encrasicolus
AY731179.1	Polyprion americanus
AY731178.1	Epinephelus aeneus
AY731177.1	Epinephelus marginatus
AY731176.1	Epinephelus costae
AB222964.1	Tropidophorus misaminius
AB222963.1	Tropidophorus microlepis
EF667482.1	Chimaera monstrosa
EF644424.1	Epinephelus daemelii
EF644423.1	Epinephelus daemelii
EF644422.1	Epinephelus daemelii
AB236130.1	Girella mezina
AB236129.1	Girella mezina
AB236128.1	Girella mezina
AB233491.1	Girella punctata
AB233490.1	Girella punctata
AB233489.1	Girella punctata
AB233488.1	Girella punctata
AB233487.1	Girella punctata
AB233486.1	Girella punctata
AB233485.1	Girella punctata
AB233484.1	Girella punctata
AB233483.1	Girella punctata
AB233482.1	Girella punctata
AB233481.1	Girella punctata
AB233480.1	Girella punctata
AB233479.1	Girella punctata
AB233478.1	Girella leonina
AB233477.1	Girella leonina
AB233476.1	Girella leonina
AB233475.1	Girella leonina
AB214535.1	Girella mezina
